"domainID","siteID","uid","software","locationID","collectDate","spectralSampleID","spectralSampleCode","downloadFileUrl","downloadFileName","processedBy","reviewedBy","remarks","dataQF","publicationDate","release"
"D04","GUAN","cdb5ead8-73c2-4944-825c-172d832c699a","LeafClip.m-svn-12716","GUAN_017.basePlot.cfc","2022-10-18T11:47Z","FSP_GUAN_20221018_0820",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221018_082020230322T193805.574Z.csv","FSP_GUAN_20221018_082020230322T193805.574Z.csv","bhass@battelleecology.org",NA,"GUAN Plot 017",NA,"20241118T013955Z","RELEASE-2025"
"D04","GUAN","29fbe384-50da-43fc-bc9a-15f2075b3238","LeafClip.m-svn-12716","GUAN_017.basePlot.cfc","2022-10-18T12:00Z","FSP_GUAN_20221018_0824",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221018_082420230322T194214.059Z.csv","FSP_GUAN_20221018_082420230322T194214.059Z.csv","bhass@battelleecology.org",NA,"GUAN Plot 017",NA,"20241118T013955Z","RELEASE-2025"
"D04","GUAN","6e9c9832-75dd-4af8-9c16-84d2bface8b6","LeafClip.m-svn-12716","GUAN_017.basePlot.cfc","2022-10-18T12:20Z","FSP_GUAN_20221018_0831",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221018_083120230322T194353.024Z.csv","FSP_GUAN_20221018_083120230322T194353.024Z.csv","bhass@battelleecology.org",NA,"GUAN Plot 017",NA,"20241118T013955Z","RELEASE-2025"
"D04","GUAN","a71e6b8f-fc2e-4516-b96d-f9cd0862fce3","LeafClip.m-svn-12716","GUAN_017.basePlot.cfc","2022-10-18T12:20Z","FSP_GUAN_20221018_0835",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221018_083520230322T194707.881Z.csv","FSP_GUAN_20221018_083520230322T194707.881Z.csv","bhass@battelleecology.org",NA,"GUAN Plot 017 - second sample - discolored",NA,"20241118T013955Z","RELEASE-2025"
"D04","GUAN","87cf151a-3c98-429d-aed3-6a00406a7db2","LeafClip.m-svn-12716","GUAN_001.basePlot.cfc","2022-10-18T13:50Z","FSP_GUAN_20221018_1024",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221018_102420230425T031714.330Z.csv","FSP_GUAN_20221018_102420230425T031714.330Z.csv","bhass@battelleecology.org",NA,"GUAN - Road by Plot 001",NA,"20241118T013955Z","RELEASE-2025"
"D04","GUAN","de3ceeea-6130-47bd-ad9c-5e394edd1193","LeafClip.m-svn-12716","GUAN","2022-10-18T13:59Z","FSP_GUAN_20221018_1001",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221018_100120230322T194837.451Z.csv","FSP_GUAN_20221018_100120230322T194837.451Z.csv","bhass@battelleecology.org",NA,"GUAN - Road by Plot 001",NA,"20241118T013955Z","RELEASE-2025"
"D04","GUAN","3dd93bd7-4c18-4208-98cc-104d6591a7ee","LeafClip.m-svn-12716","GUAN_001.basePlot.cfc","2022-10-18T14:07Z","FSP_GUAN_20221018_1047",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221018_104720230322T222454.793Z.csv","FSP_GUAN_20221018_104720230322T222454.793Z.csv","bhass@battelleecology.org",NA,"GUAN - Plot 001",NA,"20241118T013955Z","RELEASE-2025"
"D04","GUAN","386bf54f-7f00-494c-86d0-919bffd085b8","LeafClip.m-svn-12716","GUAN_001.basePlot.cfc","2022-10-18T14:07Z","FSP_GUAN_20221018_1052",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221018_105220230322T222537.976Z.csv","FSP_GUAN_20221018_105220230322T222537.976Z.csv","bhass@battelleecology.org",NA,"GUAN - Plot 001",NA,"20241118T013955Z","RELEASE-2025"
"D04","GUAN","421bacb9-b682-4ea3-92c7-335f215e5756","LeafClip.m-svn-12716","GUAN","2022-10-18T14:16Z","FSP_GUAN_20221018_1016",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221018_101620230322T195048.893Z.csv","FSP_GUAN_20221018_101620230322T195048.893Z.csv","bhass@battelleecology.org",NA,"GUAN - Road by Plot 001",NA,"20241118T013955Z","RELEASE-2025"
"D04","GUAN","11b24b4a-97f4-4bb4-9cfb-d8c6dc8c77ba","LeafClip.m-svn-12716","GUAN","2022-10-18T14:32Z","FSP_GUAN_20221018_1034",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221018_103420230322T222335.200Z.csv","FSP_GUAN_20221018_103420230322T222335.200Z.csv","bhass@battelleecology.org",NA,"GUAN - Road by Plot 001",NA,"20241118T013955Z","RELEASE-2025"
"D04","GUAN","e2ac4172-8e55-4b78-a621-2f52cf6f9dfa","LeafClip.m-svn-12716","GUAN_001.basePlot.cfc","2022-10-18T14:42Z","FSP_GUAN_20221018_1218",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221018_121820230322T222934.670Z.csv","FSP_GUAN_20221018_121820230322T222934.670Z.csv","bhass@battelleecology.org",NA,"GUAN - Plot 001",NA,"20241118T013955Z","RELEASE-2025"
"D04","GUAN","3b607460-4da1-416f-85fa-bd91f8d7c1ec","LeafClip.m-svn-12716","GUAN_001.basePlot.cfc","2022-10-18T14:42Z","FSP_GUAN_20221018_1213",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221018_121320230322T222855.394Z.csv","FSP_GUAN_20221018_121320230322T222855.394Z.csv","bhass@battelleecology.org",NA,"GUAN - Plot 001",NA,"20241118T013955Z","RELEASE-2025"
"D04","GUAN","4153c3ac-8309-4aa5-88b5-66d9e5480dc8","LeafClip.m-svn-12716","GUAN","2022-10-18T15:07Z","FSP_GUAN_20221018_1107",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221018_110720230322T222656.406Z.csv","FSP_GUAN_20221018_110720230322T222656.406Z.csv","bhass@battelleecology.org",NA,"GUAN - Road by Plot 001",NA,"20241118T013955Z","RELEASE-2025"
"D04","GUAN","a5acc117-a0c0-4876-8365-c43f4a74c770","LeafClip.m-svn-12716","GUAN_001.basePlot.cfc","2022-10-18T15:46Z","FSP_GUAN_20221018_1234",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221018_123420230324T203141.698Z.csv","FSP_GUAN_20221018_123420230324T203141.698Z.csv","bhass@battelleecology.org",NA,"GUAN - Plot 001",NA,"20241118T013955Z","RELEASE-2025"
"D04","GUAN","aac3e807-b8fe-4938-b2a2-c45c3f83a3ab","LeafClip.m-svn-12716","GUAN","2022-10-18T16:29Z","FSP_GUAN_20221018_1229",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221018_122920230322T223120.625Z.csv","FSP_GUAN_20221018_122920230322T223120.625Z.csv","bhass@battelleecology.org",NA,"GUAN - Road by Plot 001",NA,"20241118T013955Z","RELEASE-2025"
"D04","GUAN","2e1eb98d-a0cb-4613-93a5-415208510e93","LeafClip.m-svn-12716","GUAN_010.basePlot.cfc","2022-10-18T18:10Z","FSP_GUAN_20221018_1437",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221018_143720230324T203804.001Z.csv","FSP_GUAN_20221018_143720230324T203804.001Z.csv","bhass@battelleecology.org",NA,"GUAN - Plot 010",NA,"20241118T013955Z","RELEASE-2025"
"D04","GUAN","8305a669-832a-4f2b-b407-fe466a3ac187","LeafClip.m-svn-12716","GUAN_010.basePlot.cfc","2022-10-18T18:16Z","FSP_GUAN_20221018_1441",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221018_144120230324T204012.768Z.csv","FSP_GUAN_20221018_144120230324T204012.768Z.csv","bhass@battelleecology.org",NA,"GUAN - Plot 010",NA,"20241118T013955Z","RELEASE-2025"
"D04","GUAN","f37d781b-f0a2-47a4-a064-007d7d2139a7","LeafClip.m-svn-12716","GUAN_010.basePlot.cfc","2022-10-18T18:22Z","FSP_GUAN_20221018_1433",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221018_143320230324T203503.207Z.csv","FSP_GUAN_20221018_143320230324T203503.207Z.csv","bhass@battelleecology.org",NA,"GUAN - Plot 010",NA,"20241118T013955Z","RELEASE-2025"
"D04","GUAN","f074b3b2-16de-475a-962b-99db48c7c2a8","LeafClip.m-svn-12716","GUAN_045.basePlot.cfc","2022-10-18T18:48Z","FSP_GUAN_20221018_1504",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221018_150420230324T204258.035Z.csv","FSP_GUAN_20221018_150420230324T204258.035Z.csv","bhass@battelleecology.org",NA,"GUAN - Plot 045",NA,"20241118T013955Z","RELEASE-2025"
"D04","GUAN","60a76ed3-9968-4886-9710-696ed82c1f05","LeafClip.m-svn-12716","GUAN_045.basePlot.cfc","2022-10-18T18:58Z","FSP_GUAN_20221018_1508",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221018_150820230324T212920.738Z.csv","FSP_GUAN_20221018_150820230324T212920.738Z.csv","bhass@battelleecology.org",NA,"GUAN - Plot 045",NA,"20241118T013955Z","RELEASE-2025"
"D04","GUAN","d9074d3e-7102-4244-8fce-3421042d1fb8","LeafClip.m-svn-12716","GUAN_045.basePlot.cfc","2022-10-18T19:04Z","FSP_GUAN_20221018_1516",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221018_151620230324T213100.882Z.csv","FSP_GUAN_20221018_151620230324T213100.882Z.csv","bhass@battelleecology.org",NA,"GUAN - Plot 045",NA,"20241118T013955Z","RELEASE-2025"
"D04","GUAN","a485b58a-37c8-4729-b55b-d4a432db5031","LeafClip.m-svn-12716","GUAN_045.basePlot.cfc","2022-10-18T19:22Z","FSP_GUAN_20221018_1531",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221018_153120230324T213243.231Z.csv","FSP_GUAN_20221018_153120230324T213243.231Z.csv","bhass@battelleecology.org",NA,"GUAN - Plot 045",NA,"20241118T013955Z","RELEASE-2025"
"D04","GUAN","3b903a61-3627-481c-a469-c3118454189d","LeafClip.m-svn-12716","GUAN_045.basePlot.cfc","2022-10-18T19:22Z","FSP_GUAN_20221018_1535",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221018_153520230327T012402.312Z.csv","FSP_GUAN_20221018_153520230327T012402.312Z.csv","bhass@battelleecology.org",NA,"GUAN - Plot 045",NA,"20241118T013955Z","RELEASE-2025"
"D04","GUAN","b9ce8ae3-63d5-46be-804d-86b582299582","LeafClip.m-svn-12716","GUAN_007.basePlot.cfc","2022-10-19T11:13Z","FSP_GUAN_20221019_1732",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221019_173220230327T013229.841Z.csv","FSP_GUAN_20221019_173220230327T013229.841Z.csv","bhass@battelleecology.org",NA,"GUAN - Plot 007",NA,"20241118T013955Z","RELEASE-2025"
"D04","GUAN","9a49981d-3a33-49b0-88c7-44fd9a11d0ee","LeafClip.m-svn-12716","GUAN_007.basePlot.cfc","2022-10-19T11:21Z","FSP_GUAN_20221019_1737",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221019_173720230327T013400.298Z.csv","FSP_GUAN_20221019_173720230327T013400.298Z.csv","bhass@battelleecology.org",NA,"GUAN - Plot 007",NA,"20241118T013955Z","RELEASE-2025"
"D04","GUAN","2ca991ad-d23a-4d1d-931d-6c713010499c","LeafClip.m-svn-12716","GUAN_007.basePlot.cfc","2022-10-19T11:37Z","FSP_GUAN_20221019_1745",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221019_174520230327T020928.308Z.csv","FSP_GUAN_20221019_174520230327T020928.308Z.csv","bhass@battelleecology.org",NA,"GUAN - Plot 007",NA,"20241118T013955Z","RELEASE-2025"
"D04","GUAN","7c6af57a-7701-4b1b-a0a6-45b380c0f4f9","LeafClip.m-svn-12716","GUAN_003.basePlot.cfc","2022-10-19T12:26Z","FSP_GUAN_20221019_1800",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221019_180020230327T013959.581Z.csv","FSP_GUAN_20221019_180020230327T013959.581Z.csv","bhass@battelleecology.org",NA,"GUAN - Plot 003",NA,"20241118T013955Z","RELEASE-2025"
"D04","GUAN","4491c13b-2e52-4117-96bf-3e54488da7bd","LeafClip.m-svn-12716","GUAN_003.basePlot.cfc","2022-10-19T12:33Z","FSP_GUAN_20221019_1748",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221019_174820230327T013741.772Z.csv","FSP_GUAN_20221019_174820230327T013741.772Z.csv","bhass@battelleecology.org",NA,"GUAN - Plot 003",NA,"20241118T013955Z","RELEASE-2025"
"D04","GUAN","354359a5-cd6d-4337-91ca-ef934fba1c1b","LeafClip.m-svn-12716","GUAN_003.basePlot.cfc","2022-10-19T12:34Z","FSP_GUAN_20221019_1752",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221019_175220230327T013850.212Z.csv","FSP_GUAN_20221019_175220230327T013850.212Z.csv","bhass@battelleecology.org",NA,"GUAN - Plot 003",NA,"20241118T013955Z","RELEASE-2025"
"D04","GUAN","949aaab7-1f09-4778-9ca1-7b8d50dd6c75","LeafClip.m-svn-12716","GUAN_042.basePlot.cfc","2022-10-19T13:59Z","FSP_GUAN_20221019_1808",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221019_180820230327T014230.773Z.csv","FSP_GUAN_20221019_180820230327T014230.773Z.csv","bhass@battelleecology.org",NA,"GUAN - Plot 042",NA,"20241118T013955Z","RELEASE-2025"
"D04","GUAN","e28abd07-686a-4bce-9b32-e92eead10f72","LeafClip.m-svn-12716","GUAN_042.basePlot.cfc","2022-10-19T14:32Z","FSP_GUAN_20221019_1812",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221019_181220230327T014345.476Z.csv","FSP_GUAN_20221019_181220230327T014345.476Z.csv","bhass@battelleecology.org",NA,"GUAN - Plot 042",NA,"20241118T013955Z","RELEASE-2025"
"D04","GUAN","d662f199-6018-4161-977b-1c50d4cece29","LeafClip.m-svn-12716","GUAN_042.basePlot.cfc","2022-10-19T14:51Z","FSP_GUAN_20221019_1804",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221019_180420230327T014100.344Z.csv","FSP_GUAN_20221019_180420230327T014100.344Z.csv","bhass@battelleecology.org",NA,"GUAN - Plot 042",NA,"20241118T013955Z","RELEASE-2025"
"D04","GUAN","a4a24d9c-9c8d-4cd1-8007-8bacb0ae490f","LeafClip.m-svn-12716","GUAN_048.basePlot.cfc","2022-10-19T16:55Z","FSP_GUAN_20221019_1816",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221019_181620230327T014612.791Z.csv","FSP_GUAN_20221019_181620230327T014612.791Z.csv","bhass@battelleecology.org",NA,"GUAN - Plot 048",NA,"20241118T013955Z","RELEASE-2025"
"D04","GUAN","32cc9078-b0a3-40a2-a16a-12feaba40c83","LeafClip.m-svn-12716","GUAN_048.basePlot.cfc","2022-10-19T17:04Z","FSP_GUAN_20221019_1834",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221019_183420230327T021132.566Z.csv","FSP_GUAN_20221019_183420230327T021132.566Z.csv","bhass@battelleecology.org",NA,"GUAN - Plot 048",NA,"20241118T013955Z","RELEASE-2025"
"D04","GUAN","0534f265-1aa5-4b83-a485-a533c40cc120","LeafClip.m-svn-12716","GUAN_048.basePlot.cfc","2022-10-19T17:42Z","FSP_GUAN_20221019_1819",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221019_181920230327T015214.081Z.csv","FSP_GUAN_20221019_181920230327T015214.081Z.csv","bhass@battelleecology.org",NA,"GUAN - Plot 048",NA,"20241118T013955Z","RELEASE-2025"
"D04","GUAN","d3cf3a45-7f29-44b6-afed-2d34031cbb9a","LeafClip.m-svn-12716","GUAN_051.basePlot.cfc","2022-10-19T18:15Z","FSP_GUAN_20221019_1838",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221019_183820230327T015622.353Z.csv","FSP_GUAN_20221019_183820230327T015622.353Z.csv","bhass@battelleecology.org",NA,"GUAN - Plot 051",NA,"20241118T013955Z","RELEASE-2025"
"D04","GUAN","cd248221-3d7d-46cc-9a71-4349ed75e143","LeafClip.m-svn-12716","GUAN_057.basePlot.cfc","2022-10-20T11:26Z","FSP_GUAN_20221021_1657",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221021_165720230327T023042.679Z.csv","FSP_GUAN_20221021_165720230327T023042.679Z.csv","bhass@battelleecology.org",NA,"GUAN Plot 057",NA,"20241118T013955Z","RELEASE-2025"
"D04","GUAN","7aadbbfd-c57d-463c-a9f5-298ef68be8d2","LeafClip.m-svn-12716","GUAN_049.basePlot.cfc","2022-10-20T12:44Z","FSP_GUAN_20221021_1654",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221021_165420230327T022935.591Z.csv","FSP_GUAN_20221021_165420230327T022935.591Z.csv","bhass@battelleecology.org",NA,"GUAN Plot 049",NA,"20241118T013955Z","RELEASE-2025"
"D04","GUAN","f30d4396-1b0d-40fc-93fa-d04d7679cd80","LeafClip.m-svn-12716","GUAN_016.basePlot.cfc","2022-10-20T14:20Z","FSP_GUAN_20221021_1732",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221021_173220230327T024515.970Z.csv","FSP_GUAN_20221021_173220230327T024515.970Z.csv","bhass@battelleecology.org",NA,"GUAN Plot 016",NA,"20241118T013955Z","RELEASE-2025"
"D04","GUAN","e24d7064-2ede-4d0e-b3b6-19db430e7e05","LeafClip.m-svn-12716","GUAN_016.basePlot.cfc","2022-10-20T14:25Z","FSP_GUAN_20221021_1737",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221021_173720230327T024615.248Z.csv","FSP_GUAN_20221021_173720230327T024615.248Z.csv","bhass@battelleecology.org",NA,"GUAN Plot 016",NA,"20241118T013955Z","RELEASE-2025"
"D04","GUAN","f75cc86d-fca7-42c1-a4d0-b61c9e34b620","LeafClip.m-svn-12716","GUAN_016.basePlot.cfc","2022-10-20T14:39Z","FSP_GUAN_20221021_1650",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221021_165020230327T022719.874Z.csv","FSP_GUAN_20221021_165020230327T022719.874Z.csv","bhass@battelleecology.org",NA,"GUAN Plot 016",NA,"20241118T013955Z","RELEASE-2025"
"D04","GUAN","ee076f14-ad98-49de-90b9-9658caf73ef2","LeafClip.m-svn-12716","GUAN_047.basePlot.cfc","2022-10-20T16:57Z","FSP_GUAN_20221021_1643",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221021_164320230327T022616.210Z.csv","FSP_GUAN_20221021_164320230327T022616.210Z.csv","bhass@battelleecology.org",NA,"GUAN Plot 047",NA,"20241118T013955Z","RELEASE-2025"
"D04","GUAN","47052502-5127-4509-bea2-b721ee5f36f4","LeafClip.m-svn-12716","GUAN_015.basePlot.cfc","2022-10-20T17:41Z","FSP_GUAN_20221021_1634",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221021_163420230327T022258.661Z.csv","FSP_GUAN_20221021_163420230327T022258.661Z.csv","bhass@battelleecology.org",NA,"GUAN Plot 015",NA,"20241118T013955Z","RELEASE-2025"
"D04","GUAN","69069e1a-b15c-4251-aa02-172fc5df1b03","LeafClip.m-svn-12716","GUAN_015.basePlot.cfc","2022-10-20T17:54Z","FSP_GUAN_20221021_1629",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221021_162920230327T022149.493Z.csv","FSP_GUAN_20221021_162920230327T022149.493Z.csv","bhass@battelleecology.org",NA,"GUAN Plot 015",NA,"20241118T013955Z","RELEASE-2025"
"D04","GUAN","6d2b036e-d8ed-4e69-ba1f-4a6bc3ef4b3b","LeafClip.m-svn-12716","GUAN_015.basePlot.cfc","2022-10-20T18:12Z","FSP_GUAN_20221021_1619",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221021_161920230425T031823.470Z.csv","FSP_GUAN_20221021_161920230425T031823.470Z.csv","bhass@battelleecology.org",NA,"GUAN Plot 015",NA,"20241118T013955Z","RELEASE-2025"
"D04","GUAN","932c4c23-f7ee-46fe-b5c5-b163c7dfaeed","LeafClip.m-svn-12716","GUAN_011.basePlot.cfc","2022-10-20T18:52Z","FSP_GUAN_20221021_1555",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221021_155520230327T021439.879Z.csv","FSP_GUAN_20221021_155520230327T021439.879Z.csv","bhass@battelleecology.org",NA,"GUAN Plot 011",NA,"20241118T013955Z","RELEASE-2025"
"D04","GUAN","54fa6d14-e553-4405-b5f8-ce8a06137bdf","LeafClip.m-svn-12716","GUAN_011.basePlot.cfc","2022-10-20T19:04Z","FSP_GUAN_20221021_1603",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221021_160320230327T021653.275Z.csv","FSP_GUAN_20221021_160320230327T021653.275Z.csv","bhass@battelleecology.org",NA,"GUAN Plot 011",NA,"20241118T013955Z","RELEASE-2025"
"D04","GUAN","373cda8c-7097-42f5-a1fa-abd4e9732378","LeafClip.m-svn-12716","GUAN_011.basePlot.cfc","2022-10-20T19:08Z","FSP_GUAN_20221021_1612",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221021_161220230425T032017.664Z.csv","FSP_GUAN_20221021_161220230425T032017.664Z.csv","bhass@battelleecology.org",NA,"GUAN Plot 011",NA,"20241118T013955Z","RELEASE-2025"
"D04","GUAN","68f40dd1-33b7-4cc7-9fe4-15c8996d14c4","LeafClip.m-svn-12716","GUAN_053.basePlot.cfc","2022-10-21T12:01Z","FSP_GUAN_20221021_1724",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221021_172420230327T023931.074Z.csv","FSP_GUAN_20221021_172420230327T023931.074Z.csv","bhass@battelleecology.org",NA,"GUAN Plot 053",NA,"20241118T013955Z","RELEASE-2025"
"D04","GUAN","4b4602ac-009f-4743-aaf4-031d8259ce53","LeafClip.m-svn-12716","GUAN_053.basePlot.cfc","2022-10-21T12:07Z","FSP_GUAN_20221021_1712",NA,"https://storage.neonscience.org/neon-os-data/data-frame/FSP_GUAN_20221021_171220230327T023708.793Z.csv","FSP_GUAN_20221021_171220230327T023708.793Z.csv","bhass@battelleecology.org",NA,"GUAN Plot 053",NA,"20241118T013955Z","RELEASE-2025"
